112
  0.00000000   0.00000000
  0.02000000   0.00000000
  0.03000000   0.02500000
  0.29000000   0.02500000
  0.29100000   0.02510000
  0.30000000   0.02600000
  0.33000000   0.02670000
  0.40000000   0.02750000
  0.59000000   0.02815143
  0.75000000   0.02870000
  0.80000000   0.02930000
  0.88000000   0.03466000
  0.90000000   0.03600000
  1.00000000   0.04250000
  1.10000000   0.05050000
  1.16000000   0.05580000
  1.17000000   0.05672500
  1.20000000   0.05950000
  1.22000000   0.06245000
  1.40000000   0.13650000
  1.47000000   0.16432500
  1.50000000   0.17625000
  1.60000000   0.23600000
  1.65000000   0.32050000
  1.70000000   0.33000000
  1.76000000   0.60600000
  1.80000000   0.79000000
  1.90000000   3.19500000
  2.00000000   9.59500000
  2.06000000   9.92950000
  2.10000000  10.15250000
  2.20000000  10.48000000
  2.30000000  12.85630000
  2.35000000  12.05195000
  2.40000000  11.24760000
  2.50000000  12.07500000
  2.60000000   9.81640000
  2.70000000   7.98750000
  2.75000000   7.83000000
  2.80000000   7.00500000
  2.90000000   4.35100000
  3.00000000   4.50280000
  3.10000000   3.75000000
  3.20000000   2.79630000
  3.30000000   1.90250000
  3.40000000   1.33410000
  3.50000000   1.07800000
  3.60000000   0.74000000
  4.00000000   0.17642857
  5.00000000   0.03500000
  6.17000000   0.03500000
  7.00000000   0.03600000
  7.30000000   0.03867500
  7.35000000   0.03908750
  7.36000000   0.03972692
  7.80000000   0.06909904
  8.00000000   0.08508571
  8.10000000   0.09776857
  8.16000000   0.10545329
  8.40000000   0.13924929
  8.50000000   0.15444762
  8.55000000   0.16245286
  8.70000000   0.19070190
  8.89000000   0.22616737
  9.00000000   0.24800000
 10.00000000   0.44509000
 11.00000000   0.61078000
 11.03000000   0.61472620
 11.50000000   0.71705000
 11.87000000   0.80456980
 12.00000000   0.84146095
 12.25000000   0.93126798
 12.50000000   1.02287500
 12.70000000   1.11165300
 12.92000000   1.29017480
 13.00000000   1.28859837
 13.50000000   1.67015733
 13.80000000   1.91249270
 14.00000000   1.98971628
 14.20000000   2.00670186
 14.50000000   2.03968023
 15.00000000   1.99964419
 16.00000000   1.88383876
 17.00000000   1.89753333
 18.00000000   1.86220000
 19.00000000   1.88265000
 20.00000000   1.91880000
 22.00000000   1.98040000
 23.00000000   1.99327917
 24.00000000   1.99365833
 25.00000000   2.00865417
 26.00000000   2.00998333
 28.00000000   2.04929167
 29.00000000   2.05749583
 30.00000000   2.06820000
 32.00000000   2.04642667
 34.00000000   2.03464500
 36.00000000   2.02679667
 38.00000000   2.02518167
 40.00000000   2.02428333
 50.00000000   1.97890000
 60.00000000   1.96593000
 70.00000000   1.85796000
 80.00000000   1.79468167
100.00000000   1.65612500
150.00000000   1.36650000
200.00000000   1.18874286
250.00000000   1.07333571
300.00000000   0.97922857
500.00000000   0.74950000
700.00000000   0.64700000
1000.00000000   0.53500000
