46
  0.00000000   0.00000000
 15.60000000   0.00000000
 16.00000000   0.02100000
 16.50000000   0.04600000
 17.00000000   0.02420000
 20.00000000   0.21800000
 25.00000000   0.57100000
 30.00000000   1.03290000
 35.00000000   1.33690000
 40.00000000   1.64800000
 45.00000000   1.89200000
 50.00000000   2.04000000
 55.00000000   2.18500000
 60.00000000   2.29600000
 65.00000000   2.36100000
 70.00000000   2.43418000
 75.00000000   2.49470000
 80.00000000   2.54229000
 85.00000000   2.56115000
 90.00000000   2.61046000
 95.00000000   2.63563000
100.00000000   2.63722000
110.00000000   2.63263000
120.00000000   2.61474000
140.00000000   2.56680000
160.00000000   2.47640000
180.00000000   2.38810000
200.00000000   2.28600000
225.00000000   2.16300000
250.00000000   2.05680000
275.00000000   1.95970000
300.00000000   1.87620000
350.00000000   1.73810000
400.00000000   1.61260000
450.00000000   1.49367000
500.00000000   1.39530000
550.00000000   1.30916000
600.00000000   1.22778000
650.00000000   1.14617000
700.00000000   1.08963000
750.00000000   1.02699000
800.00000000   0.98905000
850.00000000   0.95252000
900.00000000   0.92231000
950.00000000   0.89314000
1000.00000000   0.85992000
